wafer_id,recipe,result,pressure,rf_power,etch_depth,uniformity,process_time,equipment,defect_count,defect_type
W_001,B,Good,20.68302611986516,255.4713384956869,527.8375984248411,6.962598011238796,51.673119220320345,EQ_A,3,Particle
W_002,A,Good,20.75967946894021,256.7311683067559,502.6819985731796,0.7341555993795623,51.44905188553457,EQ_A,0,
W_003,A,Good,21.66028166214771,257.02169352978257,504.732336473219,1.8245956624518413,52.0483851182858,EQ_B,1,Particle
W_004,C,Bad,17.797894272326708,244.16145367640607,505.0899509035815,1.2597189462946403,51.31245654866041,EQ_B,10,Scratch
W_005,B,Good,23.370376939349875,249.32162893010653,502.8865896896214,1.6851616842986346,51.86908402723025,EQ_B,0,
W_006,B,Bad,28.429311820804408,273.41142451621886,502.81505455015633,1.9167794936396376,50.96504513546787,EQ_C,8,Scratch
W_007,A,Good,24.239032853439284,265.28028404533023,505.296237332912,1.844770160540179,51.81000561281762,EQ_B,2,Particle
W_008,C,Good,21.593314598436148,261.1161945706458,525.4885866507735,7.60201572208112,52.44839029361586,EQ_C,5,Particle
W_009,C,Bad,29.45994679405709,269.44271021531483,506.5014325582619,1.290873722607003,51.4112364637932,EQ_C,8,Scratch
W_010,A,Good,20.879182481278264,261.4277703742883,501.840223838065,1.299793985380802,52.00929175253091,EQ_A,0,
W_011,A,Good,18.36363960959059,262.6056121418967,503.9479554163637,1.612856823784682,52.13934259362127,EQ_C,0,
W_012,C,Bad,24.597051282154247,280.70074519260635,504.3123518453392,1.4982926244107944,52.45253489182134,EQ_A,7,Scratch
W_013,C,Bad,17.61380070780935,247.9971791361872,507.4415917243708,1.091123652061981,51.86642015869479,EQ_C,10,Scratch
W_014,A,Good,21.57800866432268,260.4479034062762,502.1787586762963,2.244696529824637,53.085866341867806,EQ_A,2,Particle
W_015,C,Bad,30.25641407624672,270.9457124439483,505.7039560154653,1.4876789507857069,49.89908113854808,EQ_C,8,Scratch
W_016,C,Bad,26.736171281351496,268.71211070542694,505.75826652261367,1.455021925936606,54.93775284716777,EQ_C,7,Scratch
W_017,A,Good,19.656181214670184,259.0254585982366,509.93919172803993,1.123347865461156,51.12886623596248,EQ_C,0,
W_018,C,Good,21.20642098398056,265.66885048433534,501.9787319070812,2.1751242059714,52.40339002335408,EQ_C,2,Particle
W_019,B,Good,23.191397019432745,262.9677836114043,503.02830004564754,0.7524331272412752,51.06153208979415,EQ_A,5,Particle
W_020,A,Good,20.11856586524613,245.2980568266786,502.18793295333006,1.3931847877857422,52.6442681595093,EQ_A,0,
W_021,B,Good,22.440336898249942,263.2795038826488,499.9906624837948,1.366709726652516,52.27656915259493,EQ_B,0,
W_022,A,Good,19.96512729306489,260.9736809735939,510.2940608027882,1.7006898786661253,51.34928646265491,EQ_A,1,Particle
W_023,C,Good,22.69964497365029,259.90645621777054,501.2754963071527,1.2309888226015602,53.07308734541032,EQ_B,2,Particle
W_024,B,Bad,25.01996623316894,285.44769360847386,502.55108377283545,1.476022974858438,51.83603912039808,EQ_A,9,Scratch
W_025,A,Good,19.577302276141737,265.62056359993005,508.94729952484647,0.8955090279467584,52.547215938057,EQ_C,2,Particle
W_026,A,Good,23.74710903168576,264.7376323106143,499.7406788591854,2.220747124031803,51.08284019480397,EQ_B,6,Scratch
W_027,B,Good,20.898112634802928,256.135611660882,507.26905470786215,1.4122270850547665,51.96911236442842,EQ_C,0,
W_028,A,Bad,25.961368530189212,275.0339992228,529.0608706048126,6.111102834611401,54.003407267182105,EQ_A,10,Scratch
W_029,B,Good,22.30085379584641,255.1417163272936,508.7400842095888,1.5931861971815664,52.96296552911413,EQ_C,1,Particle
W_030,B,Good,23.722956024143077,253.10190917605536,498.4903669388774,1.7023329116535137,52.307620755451055,EQ_C,1,Particle
W_031,A,Good,20.476267271532404,256.8664138770501,499.739591751248,1.6814786394843537,51.5510791723902,EQ_B,0,
W_032,A,Bad,28.140083945534403,281.86424237338264,503.3652332951233,1.4126803653160778,52.06749853587501,EQ_B,10,Scratch
W_033,A,Good,22.64322475049586,264.76562522688045,507.9154680705182,2.4049794504903588,52.19756599017238,EQ_C,4,Particle
W_034,A,Good,23.03965841089472,262.5654271004865,,1.017492519468405,52.44922843491975,EQ_A,0,
W_035,C,Bad,15.585058624289733,248.89883726473488,503.9928547813402,1.7400659338479159,50.92333949182233,EQ_B,8,Scratch
W_036,B,Bad,25.87176539161413,273.66673835382795,520.1215677147738,6.716531205402873,52.66840796094237,EQ_A,10,Scratch
W_037,B,Good,20.75861466902692,256.7925920238852,511.4657186152992,1.3164488666059668,50.91040690170535,EQ_A,0,
W_038,B,Good,22.129215824569563,262.1596127233697,507.0167718532413,1.7629026936564856,53.63112585228187,EQ_A,2,Particle
W_039,C,Good,20.39179148202159,264.0020476261384,503.13143649069616,1.565519203499477,51.22837167758312,EQ_A,0,
W_040,A,Good,17.61797427475809,263.7714566490679,520.5183579911973,6.735435692724721,52.296628319676174,EQ_A,4,Particle
W_041,A,Good,22.6548397062365,265.9445668573732,,7.797254204893676,53.005142573278015,EQ_A,9,Scratch
W_042,C,Bad,28.007010114675698,268.1841299770359,522.8575832459271,7.641270635975559,51.74761995653555,EQ_C,10,Scratch
W_043,A,Good,18.45560134668724,261.7572410377079,500.111221042071,2.3504967759693756,52.34060001909986,EQ_B,2,Particle
W_044,A,Good,20.485403942935093,265.35075119158216,506.6555909659285,1.703246438348117,53.43518154919005,EQ_C,1,Particle
W_045,B,Good,22.9287313915078,259.8673937037547,511.01672213691984,2.1149346891204033,52.56440298789327,EQ_B,3,Particle
W_046,C,Bad,25.805961214794767,275.0957388870788,507.1527747393792,1.5888701607437241,52.355550629674354,EQ_A,6,Scratch
W_047,A,Good,22.03119056151311,259.1846651802812,503.5925568394152,1.1756818326395262,50.31521460517954,EQ_B,0,
W_048,A,Good,20.907995588156297,256.2754867759677,506.5808122378954,1.0063455503716767,51.066277747259775,EQ_B,0,
W_049,C,Bad,29.851786028629512,284.02174054893374,509.86160033549766,0.9390734052865781,53.04692012765001,EQ_A,10,Scratch
W_050,B,Bad,26.909008779278068,274.0454810413636,509.7114839057834,0.844728087653877,52.56995030534138,EQ_B,7,Scratch
W_051,B,Good,21.0310537313132,256.0379003950002,527.3269905059028,7.135962144811003,52.72146627378508,EQ_A,4,Particle
W_052,C,Good,20.80121199002462,258.4601923518048,506.53088916874697,2.073479314366722,52.635396932214896,EQ_B,2,Particle
W_053,A,Good,21.275884716726956,250.53192666523108,523.0677659952214,6.4981204032733615,53.28975652837537,EQ_B,1,Particle
W_054,B,Bad,24.623796085491765,277.36203138940186,507.41977974374106,1.1833662488482162,51.73860007504488,EQ_A,5,Particle
W_055,B,Good,22.184005473992197,260.0060273768111,506.1508418614503,2.1136298904604445,52.1204999587893,EQ_A,4,Particle
W_056,A,Good,24.43701768770434,255.91455684465905,497.8908357715467,0.6699315232758778,50.97132566687092,EQ_C,3,Particle
W_057,C,Bad,24.6282139469518,273.4347098473842,503.9559607411095,1.0510557306198223,50.721977416563625,EQ_B,4,Particle
W_058,B,Good,21.62146974681057,264.6878506881328,505.5956750886889,1.60328358421566,50.35625928441194,EQ_A,3,Particle
W_059,C,Good,21.562283096626683,251.96220067815517,500.6969050985235,1.8554359652056007,51.11483650100016,EQ_C,0,
W_060,B,Good,19.655213786955013,256.18637610716894,506.743066029598,1.8345605405563248,53.55256181548964,EQ_A,0,
W_061,C,Bad,18.28027510987852,246.98530625209136,522.8763272904367,7.16333227179544,50.44727293218397,EQ_B,10,Scratch
W_062,B,Bad,28.3452589737983,272.73954833583457,523.3404996566877,7.447361783068274,51.6964640144228,EQ_C,10,Scratch
W_063,A,Good,21.72928012961406,264.1473742096587,509.0239357591004,1.0247486223586861,50.70685467635384,EQ_A,1,Particle
W_064,A,Good,26.789661351767293,259.030869306136,502.3486666334072,1.6714879141513137,51.39902603699664,EQ_A,3,Particle
W_065,A,Good,22.448129362548528,258.67742579344696,506.721900877605,1.24724909469424,52.16969379235202,EQ_A,0,
W_066,B,Good,20.872313424857225,249.98068817796624,499.7392788462739,1.514462442087435,51.29988412679499,EQ_A,0,
W_067,A,Good,21.360463605691685,263.1770901510461,526.7401991905879,6.65704170266558,53.08966486501646,EQ_A,6,Scratch
W_068,C,Bad,25.519230709273224,273.76487149627,524.3276687959926,6.058646909180524,53.53397812084957,EQ_B,10,Scratch
W_069,B,Bad,26.803114549361545,273.2082992398939,505.28596242084313,,49.75090427194406,EQ_A,9,Scratch
W_070,B,Bad,27.115277824438152,271.7622909718242,505.5371103896469,1.138729959854956,51.31700766964888,EQ_B,10,Scratch
W_071,A,Good,23.37884340186281,266.80329297919326,506.82270059299407,1.2700354870889186,52.05914212227242,EQ_C,3,Particle
W_072,B,Good,20.99778387169151,253.45589800440445,500.4424600510415,1.1962428364252418,53.12611702601538,EQ_C,0,
W_073,C,Bad,27.25298200795009,271.7531348083929,504.98399058749,1.9721843887715238,51.545755724846735,EQ_B,9,Scratch
W_074,A,Good,23.62007209857197,260.9192477237685,503.023693522656,1.338377118545523,51.98006460475419,EQ_A,3,Particle
W_075,B,Good,21.329017156511878,269.00255590755427,499.9313283217652,0.8753991162562329,50.84325577494805,EQ_B,3,Particle
W_076,B,Bad,29.11639856961941,271.99788217130646,507.96136660038616,1.2542977164902567,50.46720414773765,EQ_B,10,Scratch
W_077,A,Good,22.101783265791106,261.0482970763731,503.9434810492013,2.015358751400754,53.44538468958294,EQ_B,3,Particle
W_078,B,Bad,27.02827443441727,280.0375684491846,,1.5248832548245446,50.17593012610706,EQ_A,8,Scratch
W_079,B,Bad,28.062321634884835,271.5768508712,524.0452738557387,6.039262518115635,54.32861900842157,EQ_C,10,Scratch
W_080,B,Bad,27.34982419689525,278.9531279958138,503.99544318287167,1.8786997584491587,52.725151399381744,EQ_B,10,Scratch
W_081,A,Good,21.034675251523808,262.3817888467811,510.9250820608924,2.1791355983616825,52.67997307551676,EQ_A,1,Particle
W_082,A,Good,23.54494122637174,262.5273507958331,504.85820604211295,1.6580489342182574,52.57546866749443,EQ_A,3,Particle
W_083,A,Good,21.49783700184019,265.3010495374944,500.32614304697,1.8704162039838366,51.74731431199904,EQ_B,4,Particle
W_084,C,Good,21.394527305137004,273.7983001945554,503.79885591945,1.5071445156950034,52.39208452970087,EQ_C,4,Particle
W_085,C,Bad,18.435195752912403,245.138507345766,506.49921286033634,2.2957023237481593,51.81110331221552,EQ_C,10,Scratch
W_086,B,Good,22.635398598390196,257.4551818714625,506.5977853281116,1.2176494687319206,52.55307327644048,EQ_C,4,Particle
W_087,C,Good,25.09378737886472,259.87212843904,501.73665719421473,1.8173025176466808,51.96631347309128,EQ_A,2,Particle
W_088,A,Good,20.39870062861859,251.1546204755544,507.7884475220343,1.0021238816593154,51.04965181689826,EQ_B,0,
W_089,C,Good,22.036329185009137,256.5264343445548,499.71139921338687,1.638449419898194,51.129427383738246,EQ_B,1,Particle
W_090,A,Bad,24.177226431753542,277.9220649023624,508.43240560784926,1.5126945231922377,51.015727624707495,EQ_A,9,Scratch
W_091,A,Bad,26.17691263838856,284.88220292257745,501.0419563325878,1.5865174393484551,52.97090073193431,EQ_A,10,Scratch
W_092,C,Bad,27.139267351711677,267.1787919414448,504.321264342974,1.8440798450501177,51.3825533875409,EQ_C,9,Scratch
W_093,B,Good,20.40640970777968,255.887900338089,508.1937060340801,0.26386026886368086,50.08789683891514,EQ_A,0,
W_094,A,Good,22.64246064581147,265.6051533366224,505.3588170066612,1.747933089003638,52.3968386658488,EQ_B,4,Particle
W_095,A,Bad,28.898561761297053,270.5060797583844,507.4500955531407,0.9882392387671644,53.51451756258958,EQ_A,7,Scratch
W_096,C,Bad,25.70073772767825,268.348431871305,522.504678987925,,52.77308318917753,EQ_A,10,Scratch
W_097,C,Bad,28.454185800790107,274.05439804611484,508.8588058402138,1.31393430445344,51.396676434778286,EQ_A,10,Scratch
W_098,A,Bad,27.640791542807527,279.6082505596223,508.1866295527411,1.2605639180340802,50.41318828440491,EQ_C,9,Scratch
W_099,A,Good,22.869449759820363,264.12549132333817,503.6387670743906,1.5120884885490824,51.86573189664249,EQ_C,2,Particle
W_100,B,Good,22.48869447487325,255.6643489214455,506.8988249013804,1.7855023598198017,51.84077612190329,EQ_C,2,Particle
W_101,A,Good,22.291576452366005,256.7094175546237,500.4203444149068,,51.03080038968624,EQ_B,0,
W_102,A,Good,21.470250560783967,258.48136985611666,504.8262852779866,,52.55103730224253,EQ_A,0,
W_103,C,Bad,28.500873477064463,268.7380327779344,507.4554542039156,0.2989868590822766,53.84662650083048,EQ_B,7,Scratch
W_104,C,Good,21.556897884791457,255.9037107013925,505.401542962738,1.5113015447224,52.222282717458285,EQ_B,0,
W_105,B,Good,22.25269146440442,257.6188956322767,506.33991919455127,1.237555610668025,52.16047620699885,EQ_C,0,
W_106,C,Bad,26.62493022810157,272.89619103159475,504.3601828721026,,51.06277195116618,EQ_A,6,Scratch
W_107,A,Good,20.49018615208054,261.31280664500963,508.3872083126054,1.9381593339870733,53.39741470306037,EQ_B,0,
W_108,A,Good,23.709817841693567,260.9679495568377,504.758752678873,1.4811698834160438,51.92485583318998,EQ_A,4,Particle
W_109,B,Good,23.9756726010098,264.25448981083986,503.6036494527879,1.6345930658406758,51.42103674480583,EQ_A,2,Particle
W_110,C,Bad,28.216212409739672,277.0214737748085,507.6595522377072,1.5430692227416785,52.06368839365162,EQ_C,10,Scratch
W_111,C,Bad,28.19023308082832,281.1789109591108,500.7845202329066,1.5895059835587375,52.47196133324661,EQ_B,10,Scratch
W_112,A,Good,21.08826701935835,259.4838912353375,506.5031000305521,1.8659385428151154,52.1392154086449,EQ_A,0,
W_113,C,Bad,28.95651036431723,278.40108052725225,501.8725453773186,1.402294857501687,53.20615339567059,EQ_A,10,Scratch
W_114,C,Bad,24.50626201794649,280.96253756238985,508.8337804877145,2.031316388708035,52.38397155254686,EQ_B,10,Scratch
W_115,A,Good,20.501046651557637,247.80591420861785,504.2169182402596,1.0055586313454938,51.71605818911747,EQ_C,0,
W_116,B,Bad,28.690057705241376,276.5982591295949,505.4049541624591,1.188345096672677,52.40119221632689,EQ_C,10,Scratch
W_117,A,Good,23.26093003975683,267.1137406804997,526.24874099607,7.335087685702575,52.49963710112596,EQ_C,8,Scratch
W_118,A,Good,22.82010035230207,264.63107701120794,499.2109462110576,1.722491660686913,50.70362408073616,EQ_C,2,Particle
W_119,C,Good,21.641601851245458,264.8269874229559,503.0482454753295,1.3622447188258775,53.14941972826372,EQ_A,0,
W_120,A,Good,21.44976338227797,266.1806536090311,508.13063772785966,1.8992726578030954,51.69909598063864,EQ_B,2,Particle
W_121,A,Good,21.412362776434268,260.4432879548072,507.6032950725127,0.5940099379325545,51.72467677649457,EQ_B,4,Particle
W_122,B,Bad,28.16949079840401,275.1707620874401,505.8490966161857,1.321037135654123,52.751375987075946,EQ_A,10,Scratch
W_123,C,Bad,28.96546311917941,269.563770305686,500.9516092857234,1.303368424308161,52.74716522425958,EQ_C,6,Scratch
W_124,C,Bad,29.09352571618493,269.57087435557406,506.75651038257575,,51.29916832113391,EQ_A,6,Scratch
W_125,A,Good,23.82573778123825,263.0788557488557,507.14019877061634,1.7897316370350467,52.80290161814568,EQ_C,4,Particle
W_126,A,Good,24.28197407788368,266.01942218584406,505.14105163937126,0.9554950091075938,51.43955184851048,EQ_B,5,Particle
W_127,C,Bad,24.474842711668572,278.33156250454607,508.6695128517744,1.442733316892273,53.81957304669866,EQ_B,9,Scratch
W_128,C,Bad,25.79119490025572,277.31295646426975,502.9497046296096,,51.17180601873424,EQ_B,8,Scratch
W_129,B,Bad,28.447277449646187,266.370966356047,503.4704272675001,1.598976563284154,52.239477461705896,EQ_C,7,Scratch
W_130,A,Good,21.963706590413626,263.00603374464555,497.5461652627425,0.8413608866344049,51.21798236309239,EQ_B,2,Particle
W_131,C,Bad,25.14847669218012,280.9705470152369,507.759482530443,1.2993281864875996,54.22269562913508,EQ_B,9,Scratch
W_132,A,Good,22.486538922582405,248.5190952343138,505.9415858904104,0.40874648791145773,50.76217905591288,EQ_A,0,
W_133,B,Good,20.231440313260297,257.2473157525421,499.9545390246003,1.684760808411113,52.52436274725291,EQ_B,0,
W_134,C,Bad,27.42024173822941,277.3103044662595,499.7242030000176,1.3977253019546225,51.2650895855222,EQ_A,8,Scratch
W_135,A,Good,21.30307405405241,257.45929901176345,502.38210811788696,2.0157881234350867,51.64589235855201,EQ_C,0,
W_136,B,Good,22.30173948380926,259.26109840591266,507.38097382594106,1.7646491187731215,52.45353783374517,EQ_B,6,Scratch
W_137,A,Good,22.42493180731921,257.73375795488494,504.0989185357341,1.1906567260760426,53.22458443762614,EQ_B,1,Particle
W_138,B,Good,21.611642539443885,267.26233767235374,502.585639250019,0.9353377812302455,53.62339656229904,EQ_A,2,Particle
W_139,A,Good,22.880040702212916,261.6337238230116,501.9816523207495,0.017494824139646425,50.46305203997368,EQ_A,2,Particle
W_140,B,Good,21.28764451506621,261.5023717980541,501.8472641265154,1.5483144533116047,52.26775122436446,EQ_C,2,Particle
W_141,C,Good,23.306945946185863,263.111035720217,499.1989650966773,1.966606703822805,53.45949360338352,EQ_A,4,Particle
W_142,C,Bad,26.83558529411125,270.9586713917953,526.2129244904961,7.444294447820582,50.314689061238056,EQ_A,10,Scratch
W_143,C,Bad,26.867455561192,270.8477779672172,501.7882657609685,2.063913610250637,52.314383494054844,EQ_A,10,Scratch
W_144,A,Good,24.908393498587422,259.6211785673227,507.0478697093714,1.217861305986645,51.997916202579816,EQ_C,1,Particle
W_145,B,Good,20.49950301309164,263.35240308620604,504.50283084056014,1.751127858097064,52.41454181437979,EQ_C,2,Particle
W_146,A,Good,20.983382544212724,254.6407138347992,502.5232454709477,1.3942025148098054,51.22769597467352,EQ_A,0,
W_147,A,Good,22.77086177448837,252.2312061699197,511.92916826621854,,50.56438117178656,EQ_A,0,
W_148,B,Bad,26.55677952295626,267.4845984912009,503.00830925936,1.555366714540341,50.08689357482098,EQ_A,5,Particle
W_149,B,Good,22.52594514891034,261.8820476304876,,1.0335604578356765,52.9763839534621,EQ_C,1,Particle
W_150,B,Good,22.73378069522149,255.48974222821244,509.8633256733632,1.0634207256904205,53.10404913648336,EQ_B,0,
W_151,C,Bad,28.75968695637996,273.08014364023825,,2.4321657641545613,52.30268534899599,EQ_A,10,Scratch
W_152,C,Bad,27.55446328829714,276.25100103125845,505.2218888922207,1.9508003730177848,51.46585165031191,EQ_A,10,Scratch
W_153,B,Bad,26.839046783993656,284.97833744891983,503.4473990472753,2.2809034306977196,50.37695410653426,EQ_A,10,Scratch
W_154,A,Good,21.638113518072185,268.2133647662798,503.203226810322,0.49913144873491433,52.56334546250503,EQ_B,3,Particle
W_155,A,Bad,24.64368577189725,278.03361529568093,506.6661304504207,1.5526959627186585,50.89922071716332,EQ_C,7,Scratch
W_156,A,Good,24.849822902342822,263.1919596280419,,0.6095853935166815,51.28870137523946,EQ_A,1,Particle
W_157,C,Bad,25.209112490401417,277.67252824240273,503.51209286102056,2.316476140271007,51.41343592043728,EQ_A,9,Scratch
W_158,B,Bad,27.21441464214556,279.4382771293692,,1.7863842122742568,51.80246477430303,EQ_A,10,Scratch
W_159,A,Good,23.66062100393046,257.27942998942905,503.8798021948703,,51.24095955279135,EQ_C,5,Particle
W_160,A,Good,21.819428254069603,259.1860354696385,501.4792893789637,1.4103626977866384,52.033458770992304,EQ_A,1,Particle
W_161,C,Good,18.740995680978948,260.2045958769786,507.3877195145424,1.233570053593283,51.37818169949361,EQ_C,0,
W_162,B,Good,23.271132515725636,254.98906272109264,508.1455928155228,2.1269041168966396,52.70137306483922,EQ_B,0,
W_163,C,Bad,24.29841339877089,278.3296212602723,506.0308557686057,0.8115982535605184,53.03106291398805,EQ_A,9,Scratch
W_164,C,Bad,26.18598930039897,277.10793305307226,503.8703420469332,1.111491952121355,52.10854267602844,EQ_A,10,Scratch
W_165,A,Good,22.49797049585352,258.8570004232999,502.8843677910107,1.299187247254281,52.4626263353811,EQ_A,0,
W_166,A,Good,22.2857495196686,255.02825312695745,502.8891398112207,1.8428051405409036,54.11785594962589,EQ_B,0,
W_167,B,Good,23.06417772570856,247.18833170602343,512.0721290950981,1.3380999361970396,50.827396743138685,EQ_C,0,
W_168,A,Good,21.34677044414524,259.0448611869991,507.8135149047,,50.7665318987199,EQ_B,1,Particle
W_169,C,Good,22.769658697264124,272.0630771080646,502.47966976425,2.3252456050188783,52.69499790077688,EQ_B,4,Particle
W_170,A,Good,21.610679983624124,263.9230214394901,520.6835320030996,7.8649949066323614,53.94654283751476,EQ_A,8,Scratch
W_171,A,Good,23.108215721331256,259.903698101328,503.9123949247019,1.5783651991112606,51.73950143806128,EQ_C,0,
W_172,B,Bad,27.358870296166725,283.3724621667377,,0.9687992450624421,53.72683384221876,EQ_C,10,Scratch
W_173,A,Good,20.596841946933107,260.1123294640602,506.630497308368,2.617213221157101,52.09643371879349,EQ_A,2,Particle
W_174,A,Bad,17.354336781115883,241.23232575716324,508.2508289617164,1.3824000855726553,51.31911271796092,EQ_C,10,Scratch
W_175,C,Bad,23.204568715880505,269.5414956193034,502.4483306240134,2.0777840240528604,51.009307611362296,EQ_B,4,Particle
W_176,C,Bad,26.570993667179835,273.064501487628,505.3142058959144,1.3403883289022218,52.62941358488679,EQ_B,8,Scratch
W_177,B,Bad,28.651439452497858,278.47768878782887,499.7543590451274,1.312859972211342,51.0850409322173,EQ_C,9,Scratch
W_178,A,Good,24.757275515192685,263.5909286285397,501.2279790987135,1.5434223885650766,52.08127684276703,EQ_C,4,Particle
W_179,C,Good,21.664801026442223,262.1923786940486,507.6523025096776,1.096353437594459,53.58346502538409,EQ_B,0,
W_180,C,Bad,27.74504883485478,274.64200374070964,502.147948625784,2.1228830295498398,51.69321960712863,EQ_A,9,Scratch
W_181,A,Good,21.970870591168403,263.3643061798341,502.47727360585645,0.9461397748591622,53.314009474643896,EQ_A,0,
W_182,A,Good,21.545230325748587,262.9590706687069,525.7174598314375,7.886828687706554,50.78545651027359,EQ_C,8,Scratch
W_183,C,Good,23.19991285291308,258.2297964452949,507.0842830925397,2.277949325244961,51.4660908986832,EQ_A,3,Particle
W_184,B,Good,19.57553408734512,257.1319911355155,501.8175196124977,1.6361979852499218,50.592855973785085,EQ_A,0,
W_185,C,Good,20.419476371280467,260.5092814763099,494.5575735137198,2.547578761340006,52.07299675597336,EQ_B,1,Particle
W_186,B,Bad,27.70153975764815,275.2488684359048,528.3283037678827,7.252157905974357,52.78007817971658,EQ_B,10,Scratch
W_187,B,Bad,28.62867948740902,275.0353157931409,508.6168842338585,1.6296252212901265,52.07518708760619,EQ_B,9,Scratch
W_188,B,Good,24.565920058872887,252.6623736712378,506.0294051530506,0.8831565393119831,53.22705005997015,EQ_C,0,
W_189,B,Good,21.84332617219379,260.82380420618256,,1.1755378947464976,51.25082075937087,EQ_A,5,Particle
W_190,A,Good,21.746767415214983,260.2544385092801,,2.195998168594002,52.22534275368907,EQ_A,0,
W_191,B,Good,22.105078244669773,260.86670832185206,500.0818111970078,1.9191937455589425,51.47253067638614,EQ_A,4,Particle
W_192,C,Good,23.742817453912284,261.2197659895425,506.3876456579426,1.2396677897328772,52.36167658542365,EQ_C,4,Particle
W_193,A,Good,20.60897029871414,258.883988726826,505.72006821305513,1.0764604950074812,52.50373604621242,EQ_B,0,
W_194,C,Bad,26.44558449593455,280.4857635587685,505.91666296113175,0.8887495425565533,52.58239595998406,EQ_A,10,Scratch
W_195,A,Good,23.462796444673643,251.99548010761745,507.7989899279517,0.892745357347323,50.9294056617644,EQ_C,0,
W_196,B,Bad,26.956105779472534,270.6861211797844,506.2650547717368,1.5447613051239557,51.11025389821343,EQ_C,8,Scratch
W_197,A,Good,22.28437242489812,259.4837261992548,506.2168527794211,1.318672188874416,51.29571229180881,EQ_C,1,Particle
W_198,B,Good,23.501569138850712,251.78405594422915,507.1450210414034,0.8506307480280952,51.761119252133405,EQ_C,1,Particle
W_199,C,Bad,18.29041292374595,249.0329801437571,506.50724989656106,1.6516542309679778,52.08718640420643,EQ_A,10,Scratch
W_200,B,Good,23.01681297929636,268.3073508286401,507.5723377951522,1.3101369065299195,52.70808912185667,EQ_C,3,Particle
